Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2024-02-15,179.22010658404648,181.4654350721346,176.72317205100344,180.0,180.0,52443884,AAPL
2024-02-16,179.35633944824545,182.30547014982466,176.72314979542702,179.45114515035013,179.45114515035013,31067210,AAPL
2024-02-19,179.66107222883917,182.65895800568182,176.42709950527393,179.79790121972326,179.79790121972326,40527572,AAPL
2024-02-20,181.381104970397,182.26930604660063,178.46723614112838,181.2121299729748,181.2121299729748,38529985,AAPL
2024-02-21,181.33734604691043,183.3121122046411,179.84604424150746,181.14493272045496,181.14493272045496,53860090,AAPL
2024-02-22,184.2628043167892,185.43753931791383,182.70702610075853,184.11284541660908,184.11284541660908,44755988,AAPL
2024-02-23,185.4365581825717,186.90392374392485,183.88378048764562,185.32210091532258,185.32210091532258,59215808,AAPL
2024-02-26,185.6644310099683,189.09297130129082,182.92045721259595,185.71317035415655,185.71317035415655,31706807,AAPL
2024-02-27,184.60447337142492,186.3788611568471,182.33909143717383,184.02605093180398,184.02605093180398,37485535,AAPL
2024-02-28,186.38562346347223,189.69194730472114,185.50697665390786,186.7844386931988,186.7844386931988,25648038,AAPL
2024-02-29,185.70137351749403,187.61996153266276,182.78167031594145,185.78359216100708,185.78359216100708,53744632,AAPL
2024-03-01,182.93270113260044,186.68620986005448,182.09102707009927,183.127940021238,183.127940021238,46201625,AAPL
2024-03-04,183.97635331814013,185.1658195971058,181.02825195225884,184.17982722065005,184.17982722065005,36710571,AAPL
2024-03-05,184.33219581403407,186.9806637935869,180.86294192025844,184.2848703914941,184.2848703914941,26826416,AAPL
2024-03-06,183.88922372522183,186.95415890469886,182.27407991812362,183.9743797731199,183.9743797731199,50516117,AAPL
2024-03-07,183.45029142924182,185.07769335204745,179.74447402426983,183.08619831319047,183.08619831319047,58424383,AAPL
2024-03-08,182.85338980437817,185.03039028971344,179.65030012354669,182.5514816072653,182.5514816072653,28270855,AAPL
2024-03-11,181.5315539692258,182.19632946982597,178.051396885572,181.05612777868288,181.05612777868288,32491405,AAPL
2024-03-12,181.78243188780309,184.70206395127732,178.5003718662936,181.60665919148792,181.60665919148792,31587353,AAPL
2024-03-13,184.84173004766413,187.02287381665278,181.61037374859174,184.35736229509615,184.35736229509615,53328604,AAPL
2024-03-14,182.94216858155792,185.1546511276728,180.36840646397167,182.94688539444695,182.94688539444695,53334192,AAPL
2024-03-15,184.45026632109568,185.78577934174174,180.99112120026646,184.6102439169154,184.6102439169154,32268243,AAPL
2024-03-18,181.41637654193246,184.93579427395707,179.241471034028,181.77491935220445,181.77491935220445,59316199,AAPL
2024-03-19,181.74219529307186,183.32345969683706,180.2263178173898,182.12860056680816,182.12860056680816,52255072,AAPL
2024-03-20,179.61874132027827,182.83050809117523,178.3168815026702,180.4063919441662,180.4063919441662,59885856,AAPL
2024-03-21,180.23248836230718,181.88360832851427,178.71547272936084,179.76345654240308,179.76345654240308,29133952,AAPL
2024-03-22,183.36259631631657,185.3325162073638,180.109200231076,183.4243942809806,183.4243942809806,49965876,AAPL
2024-03-25,184.05864873106316,187.07596609976198,181.01573591190558,183.81626805030305,183.81626805030305,50458849,AAPL
2024-03-26,181.16089488735662,182.84609089215778,177.86201169173927,181.4312857290084,181.4312857290084,35423987,AAPL
2024-03-27,180.03530973791035,181.9854118281138,176.54862425573805,179.79995290861703,179.79995290861703,57876816,AAPL
2024-03-28,179.08359882679952,181.7278287930033,176.23923946151203,178.72493708853136,178.72493708853136,53518141,AAPL
2024-03-29,178.737469328205,180.30501259389706,175.95844127767975,178.43247050954906,178.43247050954906,30757867,AAPL
2024-04-01,176.64117173044292,178.9168606228494,175.76129568779317,177.0705437387849,177.0705437387849,49910493,AAPL
2024-04-02,174.79347430952853,176.3861972478978,172.63208305465727,175.00449661097707,175.00449661097707,29754596,AAPL
2024-04-03,175.2798826425862,176.4707389878919,172.70384820301325,175.45424838153448,175.45424838153448,40905423,AAPL
2024-04-04,173.82757237383413,175.09472933813873,170.63453280059443,173.77812524295905,173.77812524295905,30223003,AAPL
2024-04-05,173.9289306971049,176.73214187822688,172.94176647431632,174.09795085497623,174.09795085497623,53936158,AAPL
2024-04-08,173.76938219553998,177.49484983832735,171.89636196654092,174.0376473014329,174.0376473014329,55906731,AAPL
2024-04-09,176.08592668517778,179.06165113908816,174.66560882924705,176.1049835220418,176.1049835220418,54542245,AAPL
2024-04-10,176.4150812980973,177.24051040673564,173.91153331107003,175.95737154553322,175.95737154553322,50048718,AAPL
2024-04-11,174.66089745566666,177.45086722185943,173.8460784179303,174.90042357558698,174.90042357558698,42825728,AAPL
2024-04-12,175.87765153159512,177.97366178867514,172.895840094836,175.8741749252851,175.8741749252851,51469666,AAPL
2024-04-15,173.75399022732194,177.49330623944851,170.92618422387136,174.37205187120296,174.37205187120296,40375934,AAPL
2024-04-16,174.06271981398174,177.20623559161285,172.59212685666392,174.38881261217014,174.38881261217014,34360019,AAPL
2024-04-17,174.88694252126498,176.6783805748699,172.5723215668978,175.20977862536782,175.20977862536782,35472619,AAPL
2024-04-18,175.8670328594215,177.16845962595346,174.19799094588302,175.83217290455605,175.83217290455605,45156811,AAPL
2024-04-19,175.2278314105441,177.47430273694042,172.58745179651876,174.82604684746897,174.82604684746897,27586236,AAPL
2024-04-22,173.64482254422884,175.16647357821662,171.35670946500755,173.78299374449497,173.78299374449497,53764396,AAPL
2024-04-23,172.27950432218788,173.51551419794612,170.29859816020536,172.55145829744447,172.55145829744447,51025779,AAPL
2024-04-24,171.684082760025,175.27159483332292,169.2752773468719,171.88200787000812,171.88200787000812,36502950,AAPL
2024-04-25,170.2972397386887,171.44833385477867,167.31826742226022,170.2372818379054,170.2372818379054,37419437,AAPL
2024-04-26,171.5788645733748,174.38005091786164,170.12715308456194,172.01757409945674,172.01757409945674,50853775,AAPL
2024-04-29,170.87862672187958,172.5522078834813,170.46650283852668,171.65089542625677,171.65089542625677,52615192,AAPL
2024-04-30,170.98489375629495,173.09861891322169,168.80730571949329,170.9144335569274,170.9144335569274,40472789,AAPL
2024-05-01,171.13627069201814,173.77329700589652,168.23732410858946,170.94084259917236,170.94084259917236,53767689,AAPL
2024-05-02,172.84382088383555,175.69027101969473,171.78608629931512,173.30758298389878,173.30758298389878,32623035,AAPL
2024-05-03,175.8127682612633,176.79402463356067,174.04557473316646,175.8773613831118,175.8773613831118,28124152,AAPL
2024-05-06,172.77043327874412,175.29047344823826,169.55704728500632,172.5171752052164,172.5171752052164,46883528,AAPL
2024-05-07,173.1442152905892,176.4262127690444,169.83970593479398,173.28439379247982,173.28439379247982,47269918,AAPL
2024-05-08,172.2090627943724,173.94168289787584,170.43011281900468,172.45048735617823,172.45048735617823,32513905,AAPL
2024-05-09,171.46885285553157,175.35404668383953,169.55310480669618,171.93435737600998,171.93435737600998,52684152,AAPL
2024-05-10,171.57152975024857,172.98612860108778,169.73092265777115,171.50247587865636,171.50247587865636,35587730,AAPL
2024-05-13,171.85049434374906,174.21139708194028,170.19674651116657,171.76434901827395,171.76434901827395,42568471,AAPL
2024-05-14,172.04486621736964,174.10722135404274,169.050901588148,172.18584810116656,172.18584810116656,26191198,AAPL
2024-05-15,170.915239445519,172.39338759203235,169.25714542943234,170.34659010974562,170.34659010974562,56554295,AAPL
2024-05-16,170.05255298956567,172.98599518252036,167.68304029587372,169.9795812851579,169.9795812851579,26324033,AAPL
2024-05-17,171.973034240867,172.35572855006995,168.23636784349515,171.30185018621648,171.30185018621648,29213579,AAPL
2024-05-20,172.16343892228147,173.88055336110284,170.83590681660795,172.23773441229085,172.23773441229085,42728786,AAPL
2024-05-21,172.7802236102596,175.73419770989304,170.17489928011403,173.09905800365812,173.09905800365812,40861381,AAPL
2024-05-22,172.681465898008,174.43415682579752,170.97165057012563,172.77968189586534,172.77968189586534,47325852,AAPL
2024-05-23,175.02543487659688,176.40511617145847,172.78099834973233,174.85277161593189,174.85277161593189,57750372,AAPL
2024-05-24,177.32874094300033,180.76741718569457,174.15679749416324,177.28953920246042,177.28953920246042,56189111,AAPL
2024-05-27,177.39637291893095,180.34864081677784,176.5913825659702,177.7333381619773,177.7333381619773,49412346,AAPL
2024-05-28,178.10248346126698,179.70859618478866,176.86666064391576,177.82175701420934,177.82175701420934,43831889,AAPL
2024-05-29,178.29594204972395,180.10600519688919,175.96537324303603,178.54777249392436,178.54777249392436,44712240,AAPL
2024-05-30,180.01850451178595,182.95642273493718,178.13058118753546,179.7146582867145,179.7146582867145,36921583,AAPL
2024-05-31,181.4563029848507,184.88469815247345,178.89940802654655,181.54422382718536,181.54422382718536,59776168,AAPL
2024-06-03,182.5550477846015,183.76009358761573,179.87099513230376,182.15901418848057,182.15901418848057,33941306,AAPL
2024-06-04,182.95875088358184,186.1105426699666,179.4139406642538,182.69389994417145,182.69389994417145,26942946,AAPL
